date,timestamp,energy_consumption_kwh,voltage,current,power_factor,tariff_rate,temperature,occupancy,device_name
2021-10-08,2021-10-08 19:00:00,10.112,217.316,44.453,0.905,0.1563,14.553,0.0,Production Line
2021-10-08,2021-10-08 20:00:00,12.018,234.103,38.695,0.848,0.146,14.006,3.0,Compressor
2021-10-08,2021-10-08 21:00:00,10.944,227.934,40.969,0.86,0.1578,18.269,0.0,Refrigeration
2021-10-08,2021-10-08 22:00:00,14.651,230.573,38.963,0.886,0.1529,14.892,0.0,Refrigeration
2021-10-08,2021-10-08 23:00:00,14.793,224.92,47.156,0.92,0.1136,18.279,0.0,Production Line
2021-10-09,2021-10-09 00:00:00,16.481,226.993,54.518,0.887,0.113,16.864,0.0,Refrigeration
2021-10-09,2021-10-09 01:00:00,17.993,234.841,48.366,0.853,0.1115,16.572,2.0,Compressor
2021-10-09,2021-10-09 02:00:00,20.74,229.637,51.228,0.857,0.1087,15.617,4.0,Compressor
2021-10-09,2021-10-09 03:00:00,21.414,237.921,55.184,0.88,0.1096,17.068,0.0,Lighting
2021-10-09,2021-10-09 04:00:00,21.178,232.012,54.647,0.872,0.1135,16.054,0.0,HVAC
2021-10-09,2021-10-09 05:00:00,22.506,224.993,58.304,0.87,0.1072,15.523,3.0,Production Line
2021-10-09,2021-10-09 06:00:00,21.582,229.987,55.853,0.831,0.1071,17.121,15.0,Production Line
2021-10-09,2021-10-09 07:00:00,21.327,235.57,58.867,0.876,0.1095,15.861,27.0,HVAC
2021-10-09,2021-10-09 08:00:00,24.425,228.991,53.445,0.885,0.1102,14.879,31.0,Lighting
2021-10-09,2021-10-09 09:00:00,21.232,230.904,53.966,0.852,0.1077,16.977,42.0,HVAC
2021-10-09,2021-10-09 10:00:00,20.831,234.357,48.943,0.886,0.117,15.981,46.0,HVAC
2021-10-09,2021-10-09 11:00:00,19.658,217.446,48.004,0.9,0.1142,16.81,48.0,HVAC
2021-10-09,2021-10-09 12:00:00,19.713,231.156,48.365,0.893,0.1139,15.396,48.0,HVAC
2021-10-09,2021-10-09 13:00:00,18.473,234.061,45.938,0.911,0.0993,14.263,52.0,Lighting
2021-10-09,2021-10-09 14:00:00,14.705,224.546,47.142,0.836,0.1088,18.679,45.0,Production Line
2021-10-09,2021-10-09 15:00:00,12.834,232.704,43.416,0.886,0.1027,18.397,38.0,Production Line
2021-10-09,2021-10-09 16:00:00,10.728,227.977,40.693,0.919,0.1035,17.402,40.0,Server Rack
2021-10-09,2021-10-09 17:00:00,10.387,220.386,38.765,0.911,0.149,15.495,24.0,HVAC
2021-10-09,2021-10-09 18:00:00,10.889,231.558,40.488,0.804,0.1502,15.626,9.0,HVAC
2021-10-09,2021-10-09 19:00:00,9.209,227.957,43.269,0.855,0.1595,18.15,7.0,Compressor
2021-10-09,2021-10-09 20:00:00,12.166,227.665,38.906,0.877,0.1517,15.546,0.0,Production Line
2021-10-09,2021-10-09 21:00:00,12.806,230.908,51.206,0.803,0.1572,15.128,0.0,Compressor
2021-10-09,2021-10-09 22:00:00,12.231,223.729,39.654,0.88,0.1413,18.885,0.0,Pumps
2021-10-09,2021-10-09 23:00:00,14.827,231.473,43.342,0.819,0.1147,16.005,0.0,Elevator
2021-10-10,2021-10-10 00:00:00,16.344,223.895,46.523,0.857,0.1222,18.75,0.0,Lighting
2021-10-10,2021-10-10 01:00:00,17.167,234.808,53.068,0.85,0.1165,13.999,0.0,HVAC
2021-10-10,2021-10-10 02:00:00,20.498,233.126,56.672,0.852,0.1055,16.874,0.0,Lighting
2021-10-10,2021-10-10 03:00:00,22.442,234.92,52.59,0.86,0.1192,19.204,0.0,Pumps
2021-10-10,2021-10-10 04:00:00,21.704,230.089,52.147,0.807,0.1085,16.142,4.0,Compressor
2021-10-10,2021-10-10 05:00:00,22.857,226.093,52.825,0.884,0.1035,15.701,2.0,Refrigeration
2021-10-10,2021-10-10 06:00:00,22.039,224.756,59.059,0.876,0.1064,14.345,12.0,HVAC
2021-10-10,2021-10-10 07:00:00,24.957,224.487,51.806,0.882,0.1051,17.721,15.0,Pumps
2021-10-10,2021-10-10 08:00:00,22.64,227.223,55.884,0.903,0.1061,14.942,26.0,Lighting
2021-10-10,2021-10-10 09:00:00,24.725,224.912,54.902,0.9,0.1028,15.955,41.0,Elevator
2021-10-10,2021-10-10 10:00:00,20.242,229.462,53.114,0.87,0.1049,14.245,49.0,Lighting
2021-10-10,2021-10-10 11:00:00,20.09,224.376,47.553,0.881,0.1116,18.432,56.0,Compressor
2021-10-10,2021-10-10 12:00:00,17.605,225.2,43.99,0.901,0.1109,17.829,56.0,Refrigeration
2021-10-10,2021-10-10 13:00:00,16.148,226.286,45.937,0.838,0.1095,16.05,53.0,HVAC
2021-10-10,2021-10-10 14:00:00,15.78,224.507,45.986,0.881,0.1171,14.366,52.0,HVAC
2021-10-10,2021-10-10 15:00:00,13.293,226.46,41.152,0.837,0.1139,18.401,32.0,Production Line
2021-10-10,2021-10-10 16:00:00,13.605,230.627,43.11,0.833,0.1222,15.548,30.0,Refrigeration
2021-10-10,2021-10-10 17:00:00,11.932,224.022,39.804,0.85,0.1454,14.439,27.0,HVAC
2021-10-10,2021-10-10 18:00:00,10.626,222.583,41.925,0.868,0.1467,13.454,12.0,Pumps
2021-10-10,2021-10-10 19:00:00,11.924,227.198,36.924,0.882,0.1532,15.128,3.0,Lighting
2021-10-10,2021-10-10 20:00:00,10.868,222.874,40.36,0.842,0.15,13.915,6.0,Refrigeration
2021-10-10,2021-10-10 21:00:00,12.582,234.015,47.799,0.909,0.1477,15.163,0.0,Lighting
2021-10-10,2021-10-10 22:00:00,12.623,224.856,42.12,0.875,0.1449,17.214,0.0,Lighting
2021-10-10,2021-10-10 23:00:00,16.428,228.216,47.08,0.861,0.1135,15.534,0.0,Server Rack
2021-10-11,2021-10-11 00:00:00,17.856,230.043,47.916,0.857,0.1038,16.653,1.0,Production Line
2021-10-11,2021-10-11 01:00:00,18.691,222.321,48.445,0.856,0.1109,15.035,0.0,Compressor
2021-10-11,2021-10-11 02:00:00,19.575,224.199,54.659,0.837,0.1069,16.217,1.0,HVAC
2021-10-11,2021-10-11 03:00:00,22.271,225.165,51.493,0.835,0.1178,19.001,8.0,Refrigeration
2021-10-11,2021-10-11 04:00:00,21.297,231.521,58.411,0.86,0.1081,15.597,0.0,Production Line
2021-10-11,2021-10-11 05:00:00,22.633,236.242,58.012,0.862,0.1098,16.696,0.0,Production Line
2021-10-11,2021-10-11 06:00:00,23.185,236.352,51.591,0.89,0.1018,13.771,22.0,Compressor
2021-10-11,2021-10-11 07:00:00,23.105,233.73,58.297,0.933,0.1168,18.4,38.0,HVAC
2021-10-11,2021-10-11 08:00:00,24.516,222.42,55.27,0.881,0.1017,15.404,57.0,Production Line
2021-10-11,2021-10-11 09:00:00,23.656,224.056,50.217,0.838,0.1119,17.695,73.0,HVAC
2021-10-11,2021-10-11 10:00:00,24.188,234.244,50.286,0.857,0.1056,15.935,77.0,Production Line
2021-10-11,2021-10-11 11:00:00,21.709,234.865,47.45,0.927,0.1035,17.037,96.0,Production Line
2021-10-11,2021-10-11 12:00:00,19.486,231.581,49.114,0.933,0.1058,17.126,100.0,Lighting
2021-10-11,2021-10-11 13:00:00,18.249,231.626,52.097,0.873,0.1041,15.441,95.0,Production Line
2021-10-11,2021-10-11 14:00:00,16.642,226.069,43.938,0.92,0.1141,17.757,76.0,HVAC
2021-10-11,2021-10-11 15:00:00,14.791,235.723,40.606,0.902,0.1074,14.981,76.0,Server Rack
2021-10-11,2021-10-11 16:00:00,15.249,224.71,41.007,0.883,0.1157,17.286,63.0,Compressor
2021-10-11,2021-10-11 17:00:00,11.241,220.753,39.897,0.878,0.1471,15.534,44.0,Lighting
2021-10-11,2021-10-11 18:00:00,13.385,231.606,41.753,0.904,0.1452,16.644,21.0,Compressor
2021-10-11,2021-10-11 19:00:00,9.802,225.377,38.873,0.901,0.1537,15.427,1.0,Lighting
2021-10-11,2021-10-11 20:00:00,13.107,222.156,31.757,0.834,0.1543,16.195,4.0,Production Line
2021-10-11,2021-10-11 21:00:00,11.427,231.951,42.641,0.846,0.1538,14.508,0.0,HVAC
2021-10-11,2021-10-11 22:00:00,14.611,219.773,43.025,0.874,0.1481,16.491,0.0,Production Line
2021-10-11,2021-10-11 23:00:00,15.941,230.044,42.408,0.859,0.1137,16.186,0.0,Pumps
2021-10-12,2021-10-12 00:00:00,16.671,225.99,47.15,0.834,0.1027,15.334,0.0,Refrigeration
2021-10-12,2021-10-12 01:00:00,19.356,235.206,54.003,0.818,0.1103,16.062,0.0,HVAC
2021-10-12,2021-10-12 02:00:00,19.562,230.058,49.217,0.854,0.1193,16.345,3.0,Lighting
2021-10-12,2021-10-12 03:00:00,22.32,232.832,53.256,0.846,0.1079,15.22,0.0,Lighting
2021-10-12,2021-10-12 04:00:00,21.883,223.12,53.528,0.897,0.1113,15.951,2.0,Production Line
2021-10-12,2021-10-12 05:00:00,22.568,220.377,51.3,0.901,0.1145,14.636,4.0,Production Line
2021-10-12,2021-10-12 06:00:00,24.213,226.37,56.819,0.865,0.102,19.663,20.0,Production Line
2021-10-12,2021-10-12 07:00:00,23.824,230.753,55.523,0.889,0.1034,17.733,39.0,Pumps
2021-10-12,2021-10-12 08:00:00,22.062,228.321,62.165,0.856,0.1115,16.554,50.0,Refrigeration
2021-10-12,2021-10-12 09:00:00,21.022,233.178,55.917,0.928,0.1109,17.903,68.0,Compressor
2021-10-12,2021-10-12 10:00:00,23.002,230.459,54.616,0.884,0.1081,13.176,86.0,HVAC
2021-10-12,2021-10-12 11:00:00,23.012,223.278,47.396,0.898,0.1072,12.308,96.0,Lighting
2021-10-12,2021-10-12 12:00:00,21.018,230.091,50.377,0.875,0.1084,15.545,92.0,Elevator
2021-10-12,2021-10-12 13:00:00,17.442,228.774,47.701,0.898,0.1092,14.077,90.0,Compressor
2021-10-12,2021-10-12 14:00:00,16.029,233.719,36.26,0.908,0.1112,15.79,86.0,Pumps
2021-10-12,2021-10-12 15:00:00,14.554,223.833,45.96,0.83,0.1203,16.453,75.0,HVAC
2021-10-12,2021-10-12 16:00:00,13.969,225.015,40.715,0.888,0.1076,17.525,60.0,HVAC
2021-10-12,2021-10-12 17:00:00,14.62,229.786,37.389,0.875,0.1466,14.437,38.0,Pumps
2021-10-12,2021-10-12 18:00:00,11.943,234.362,39.667,0.832,0.1405,16.744,29.0,HVAC
2021-10-12,2021-10-12 19:00:00,10.081,227.103,38.286,0.866,0.1493,16.166,5.0,HVAC
2021-10-12,2021-10-12 20:00:00,12.721,230.684,42.155,0.846,0.1497,16.666,0.0,HVAC
2021-10-12,2021-10-12 21:00:00,14.582,228.159,41.072,0.897,0.1529,15.365,1.0,Pumps
2021-10-12,2021-10-12 22:00:00,13.58,227.809,49.492,0.848,0.1494,18.219,4.0,Server Rack
2021-10-12,2021-10-12 23:00:00,16.781,233.183,51.437,0.899,0.109,15.989,0.0,HVAC
2021-10-13,2021-10-13 00:00:00,14.564,228.494,48.814,0.854,0.1128,18.833,0.0,Server Rack
2021-10-13,2021-10-13 01:00:00,19.698,226.008,51.9,0.841,0.1062,14.986,0.0,Server Rack
2021-10-13,2021-10-13 02:00:00,18.117,225.742,57.413,0.839,0.1094,17.286,0.0,Lighting
2021-10-13,2021-10-13 03:00:00,20.958,226.618,52.61,0.914,0.1182,16.082,0.0,Compressor
2021-10-13,2021-10-13 04:00:00,22.41,224.886,54.368,0.879,0.1115,15.68,2.0,HVAC
2021-10-13,2021-10-13 05:00:00,24.619,226.929,57.668,0.862,0.1119,17.12,2.0,HVAC
2021-10-13,2021-10-13 06:00:00,23.198,228.265,55.831,0.909,0.1056,15.723,18.0,Refrigeration
2021-10-13,2021-10-13 07:00:00,23.682,229.29,56.583,0.931,0.1045,12.179,45.0,HVAC
2021-10-13,2021-10-13 08:00:00,24.085,223.567,53.865,0.851,0.1042,11.577,61.0,Lighting
2021-10-13,2021-10-13 09:00:00,21.31,226.107,50.506,0.911,0.115,18.08,75.0,Pumps
2021-10-13,2021-10-13 10:00:00,23.816,226.328,48.763,0.864,0.0996,18.017,87.0,Compressor
2021-10-13,2021-10-13 11:00:00,22.359,224.565,53.879,0.876,0.1042,19.003,95.0,Lighting
2021-10-13,2021-10-13 12:00:00,19.933,225.393,49.259,0.853,0.1137,16.145,93.0,Lighting
2021-10-13,2021-10-13 13:00:00,18.902,232.053,48.845,0.882,0.1036,14.233,92.0,HVAC
2021-10-13,2021-10-13 14:00:00,16.823,234.138,41.124,0.892,0.1159,15.542,93.0,Pumps
2021-10-13,2021-10-13 15:00:00,16.053,226.591,43.841,0.893,0.1046,16.189,74.0,Pumps
2021-10-13,2021-10-13 16:00:00,13.363,224.8,43.03,0.845,0.11,14.661,60.0,Refrigeration
2021-10-13,2021-10-13 17:00:00,12.731,227.634,38.217,0.915,0.1516,18.644,38.0,HVAC
2021-10-13,2021-10-13 18:00:00,12.098,228.379,38.465,0.934,0.142,19.531,22.0,Production Line
2021-10-13,2021-10-13 19:00:00,12.096,231.114,44.968,0.892,0.1597,16.889,2.0,HVAC
2021-10-13,2021-10-13 20:00:00,13.395,226.216,40.427,0.904,0.1611,16.155,0.0,Production Line
2021-10-13,2021-10-13 21:00:00,12.263,225.561,44.647,0.825,0.1425,14.229,0.0,Elevator
2021-10-13,2021-10-13 22:00:00,14.962,239.032,41.357,0.847,0.152,18.491,5.0,HVAC
2021-10-13,2021-10-13 23:00:00,15.525,222.179,50.56,0.917,0.1122,16.286,4.0,Compressor
2021-10-14,2021-10-14 00:00:00,17.236,232.055,46.811,0.908,0.1113,15.767,0.0,Compressor
2021-10-14,2021-10-14 01:00:00,18.538,234.704,49.594,0.878,0.0991,16.923,0.0,Production Line
2021-10-14,2021-10-14 02:00:00,20.71,226.858,53.547,0.859,0.1184,15.323,6.0,HVAC
2021-10-14,2021-10-14 03:00:00,20.394,229.98,62.648,0.874,0.1094,16.421,0.0,HVAC
2021-10-14,2021-10-14 04:00:00,23.362,220.454,53.399,0.887,0.1085,14.037,4.0,Lighting
2021-10-14,2021-10-14 05:00:00,22.256,228.112,55.918,0.903,0.1048,17.832,0.0,Refrigeration
2021-10-14,2021-10-14 06:00:00,23.901,233.218,60.093,0.865,0.1078,16.045,26.0,Lighting
2021-10-14,2021-10-14 07:00:00,22.752,228.542,56.214,0.825,0.1098,17.939,44.0,Pumps
2021-10-14,2021-10-14 08:00:00,23.61,228.172,55.293,0.88,0.1118,15.899,57.0,HVAC
2021-10-14,2021-10-14 09:00:00,25.137,235.804,60.577,0.829,0.1137,15.997,68.0,Compressor
2021-10-14,2021-10-14 10:00:00,23.056,231.686,56.293,0.92,0.1034,14.383,88.0,Compressor
2021-10-14,2021-10-14 11:00:00,21.337,231.187,57.267,0.892,0.107,17.341,99.0,Server Rack
2021-10-14,2021-10-14 12:00:00,22.227,224.352,46.274,0.913,0.1159,14.887,99.0,Server Rack
2021-10-14,2021-10-14 13:00:00,17.937,216.998,48.95,0.898,0.1043,15.471,98.0,HVAC
2021-10-14,2021-10-14 14:00:00,17.082,229.679,44.425,0.89,0.1162,16.203,86.0,Production Line
2021-10-14,2021-10-14 15:00:00,16.168,228.025,42.235,0.841,0.1069,16.383,74.0,Lighting
2021-10-14,2021-10-14 16:00:00,12.528,231.431,41.289,0.857,0.1042,13.642,65.0,Refrigeration
2021-10-14,2021-10-14 17:00:00,11.475,228.561,42.831,0.848,0.1471,15.855,41.0,Server Rack
2021-10-14,2021-10-14 18:00:00,12.12,228.2,40.388,0.858,0.1497,17.394,19.0,HVAC
2021-10-14,2021-10-14 19:00:00,11.851,228.138,37.832,0.871,0.1512,15.634,6.0,Compressor
2021-10-14,2021-10-14 20:00:00,13.077,223.006,38.676,0.848,0.145,15.864,0.0,Server Rack
2021-10-14,2021-10-14 21:00:00,12.551,219.697,38.899,0.834,0.1543,16.445,0.0,HVAC
2021-10-14,2021-10-14 22:00:00,12.781,224.015,44.259,0.817,0.158,16.012,0.0,Production Line
2021-10-14,2021-10-14 23:00:00,14.447,223.038,48.199,0.838,0.1178,14.655,1.0,HVAC
2021-10-15,2021-10-15 00:00:00,17.692,227.794,51.798,0.886,0.1039,16.178,2.0,Production Line
2021-10-15,2021-10-15 01:00:00,20.665,220.651,51.865,0.872,0.1182,17.724,0.0,Lighting
2021-10-15,2021-10-15 02:00:00,20.676,225.858,53.004,0.887,0.1077,14.656,2.0,Server Rack
2021-10-15,2021-10-15 03:00:00,22.047,236.683,57.589,0.861,0.1045,15.671,0.0,Refrigeration
2021-10-15,2021-10-15 04:00:00,22.137,227.664,50.685,0.86,0.1153,14.16,0.0,Production Line
2021-10-15,2021-10-15 05:00:00,21.948,228.216,57.641,0.883,0.1061,17.645,4.0,Compressor
2021-10-15,2021-10-15 06:00:00,23.723,228.07,57.627,0.878,0.1125,16.094,13.0,HVAC
2021-10-15,2021-10-15 07:00:00,24.222,228.954,52.19,0.879,0.1085,14.958,43.0,Lighting
2021-10-15,2021-10-15 08:00:00,23.482,225.631,49.153,0.868,0.1142,16.371,58.0,Lighting
2021-10-15,2021-10-15 09:00:00,24.057,227.257,53.661,0.883,0.1069,14.428,73.0,Production Line
2021-10-15,2021-10-15 10:00:00,24.024,225.561,54.34,0.828,0.1042,14.683,86.0,HVAC
2021-10-15,2021-10-15 11:00:00,21.708,221.282,45.932,0.88,0.1072,14.043,88.0,Lighting
2021-10-15,2021-10-15 12:00:00,21.499,233.278,46.091,0.854,0.115,14.633,93.0,HVAC
2021-10-15,2021-10-15 13:00:00,17.572,224.03,45.904,0.874,0.107,18.269,89.0,Compressor
2021-10-15,2021-10-15 14:00:00,15.919,235.203,47.455,0.848,0.1142,15.133,80.0,Refrigeration
2021-10-15,2021-10-15 15:00:00,17.133,224.559,43.868,0.823,0.1105,16.932,65.0,Production Line
2021-10-15,2021-10-15 16:00:00,15.209,221.886,42.537,0.839,0.1135,14.978,58.0,HVAC
2021-10-15,2021-10-15 17:00:00,14.582,236.712,39.524,0.89,0.1456,17.372,41.0,Refrigeration
2021-10-15,2021-10-15 18:00:00,9.478,221.342,44.941,0.859,0.1439,14.694,18.0,Pumps
2021-10-15,2021-10-15 19:00:00,11.305,217.809,41.68,0.87,0.1475,16.292,8.0,Elevator
2021-10-15,2021-10-15 20:00:00,12.482,221.491,39.422,0.877,0.1509,16.312,6.0,HVAC
2021-10-15,2021-10-15 21:00:00,11.868,227.38,41.066,0.837,0.1436,19.725,0.0,Compressor
2021-10-15,2021-10-15 22:00:00,12.285,221.98,43.65,0.816,0.1463,17.179,0.0,Lighting
2021-10-15,2021-10-15 23:00:00,17.628,225.468,45.107,0.869,0.1037,15.344,1.0,HVAC
2021-10-16,2021-10-16 00:00:00,15.516,218.85,42.626,0.857,0.1076,17.295,0.0,HVAC
2021-10-16,2021-10-16 01:00:00,17.993,232.894,48.423,0.887,0.1143,19.474,0.0,Server Rack
2021-10-16,2021-10-16 02:00:00,17.752,229.889,53.558,0.86,0.1055,13.823,0.0,Server Rack
2021-10-16,2021-10-16 03:00:00,19.945,222.304,51.207,0.784,0.1101,15.003,0.0,Lighting
2021-10-16,2021-10-16 04:00:00,18.652,217.58,55.351,0.893,0.1075,15.912,0.0,Lighting
2021-10-16,2021-10-16 05:00:00,24.249,223.933,52.225,0.889,0.1053,15.641,0.0,Lighting
2021-10-16,2021-10-16 06:00:00,23.908,230.926,49.215,0.847,0.115,15.768,16.0,Refrigeration
2021-10-16,2021-10-16 07:00:00,24.659,232.845,54.804,0.867,0.1082,14.311,27.0,Production Line
2021-10-16,2021-10-16 08:00:00,23.821,226.94,55.612,0.85,0.1095,18.373,31.0,Elevator
2021-10-16,2021-10-16 09:00:00,23.29,225.743,52.017,0.867,0.1105,14.133,42.0,Lighting
2021-10-16,2021-10-16 10:00:00,21.285,225.396,48.835,0.887,0.1041,15.967,50.0,Server Rack
2021-10-16,2021-10-16 11:00:00,18.046,229.37,52.132,0.869,0.114,17.836,49.0,Lighting
2021-10-16,2021-10-16 12:00:00,21.349,231.967,47.91,0.884,0.1122,16.222,49.0,Server Rack
2021-10-16,2021-10-16 13:00:00,16.033,227.356,48.0,0.831,0.1086,14.798,49.0,Server Rack
2021-10-16,2021-10-16 14:00:00,13.174,226.318,50.087,0.829,0.1116,14.244,44.0,Pumps
2021-10-16,2021-10-16 15:00:00,15.124,231.513,43.84,0.898,0.1092,15.922,33.0,HVAC
2021-10-16,2021-10-16 16:00:00,14.653,234.725,42.597,0.872,0.1106,15.132,30.0,HVAC
2021-10-16,2021-10-16 17:00:00,11.304,226.71,37.988,0.867,0.1533,16.575,24.0,Server Rack
2021-10-16,2021-10-16 18:00:00,11.059,228.382,39.93,0.922,0.154,14.165,14.0,Lighting
2021-10-16,2021-10-16 19:00:00,12.527,224.618,36.323,0.915,0.1487,17.487,4.0,Lighting
2021-10-16,2021-10-16 20:00:00,10.887,228.361,37.904,0.879,0.1538,16.44,14.0,Elevator
2021-10-16,2021-10-16 21:00:00,10.998,223.831,43.279,0.851,0.1482,16.552,0.0,Elevator
2021-10-16,2021-10-16 22:00:00,14.95,234.398,43.039,0.871,0.1497,18.429,2.0,Lighting
2021-10-16,2021-10-16 23:00:00,15.164,231.988,44.053,0.846,0.1061,15.61,0.0,Production Line
2021-10-17,2021-10-17 00:00:00,18.395,235.817,48.401,0.872,0.1101,15.215,4.0,Lighting
2021-10-17,2021-10-17 01:00:00,18.938,225.48,48.303,0.879,0.1033,15.482,1.0,Production Line
2021-10-17,2021-10-17 02:00:00,19.201,237.317,51.184,0.912,0.1155,16.015,4.0,Lighting
2021-10-17,2021-10-17 03:00:00,20.824,229.101,54.587,0.864,0.1032,16.167,1.0,HVAC
2021-10-17,2021-10-17 04:00:00,21.0,227.398,53.429,0.874,0.1053,15.057,3.0,HVAC
2021-10-17,2021-10-17 05:00:00,21.502,233.661,52.707,0.872,0.109,13.269,0.0,Server Rack
2021-10-17,2021-10-17 06:00:00,23.735,223.408,59.999,0.897,0.1154,15.462,7.0,Lighting
2021-10-17,2021-10-17 07:00:00,23.699,228.151,61.933,0.815,0.1137,16.843,20.0,Compressor
2021-10-17,2021-10-17 08:00:00,23.671,227.296,54.927,0.91,0.1094,16.508,25.0,Lighting
2021-10-17,2021-10-17 09:00:00,21.055,229.879,53.122,0.888,0.1066,18.103,44.0,HVAC
2021-10-17,2021-10-17 10:00:00,21.671,226.003,52.114,0.842,0.1057,19.237,52.0,Refrigeration
2021-10-17,2021-10-17 11:00:00,19.958,225.573,47.85,0.841,0.1049,17.442,53.0,Lighting
2021-10-17,2021-10-17 12:00:00,16.45,226.287,51.713,0.831,0.1086,18.377,50.0,Server Rack
2021-10-17,2021-10-17 13:00:00,17.748,226.693,48.956,0.891,0.1086,17.454,58.0,HVAC
2021-10-17,2021-10-17 14:00:00,15.163,228.354,42.508,0.902,0.1146,18.868,48.0,Lighting
2021-10-17,2021-10-17 15:00:00,15.148,233.796,41.288,0.881,0.1087,19.08,41.0,Lighting
2021-10-17,2021-10-17 16:00:00,11.849,218.296,42.296,0.9,0.115,17.73,30.0,Server Rack
2021-10-17,2021-10-17 17:00:00,10.75,231.449,44.042,0.892,0.1555,17.363,24.0,Lighting
2021-10-17,2021-10-17 18:00:00,10.08,225.875,41.405,0.829,0.1604,15.996,11.0,Lighting
2021-10-17,2021-10-17 19:00:00,10.797,227.195,42.094,0.833,0.1526,16.241,0.0,Pumps
2021-10-17,2021-10-17 20:00:00,12.667,223.11,42.429,0.876,0.1513,15.797,0.0,Production Line
2021-10-17,2021-10-17 21:00:00,14.395,228.208,43.013,0.825,0.1529,17.235,0.0,HVAC
2021-10-17,2021-10-17 22:00:00,12.658,226.239,45.237,0.839,0.152,15.223,0.0,Server Rack
2021-10-17,2021-10-17 23:00:00,13.616,226.988,48.489,0.913,0.1129,16.017,0.0,Server Rack
2021-10-18,2021-10-18 00:00:00,18.188,230.624,49.066,0.893,0.1029,12.809,0.0,Lighting
2021-10-18,2021-10-18 01:00:00,19.565,230.859,49.436,0.786,0.1074,18.927,0.0,Pumps
2021-10-18,2021-10-18 02:00:00,19.822,234.39,59.58,0.835,0.1011,16.011,3.0,Lighting
2021-10-18,2021-10-18 03:00:00,21.449,225.335,48.619,0.856,0.1188,17.026,0.0,HVAC
2021-10-18,2021-10-18 04:00:00,23.747,231.071,57.794,0.83,0.1042,18.529,6.0,Compressor
2021-10-18,2021-10-18 05:00:00,23.558,230.851,54.212,0.893,0.1159,16.793,2.0,Pumps
2021-10-18,2021-10-18 06:00:00,23.188,228.395,50.765,0.819,0.1101,18.509,13.0,Lighting
2021-10-18,2021-10-18 07:00:00,23.681,235.584,49.229,0.87,0.1103,14.48,36.0,Production Line
2021-10-18,2021-10-18 08:00:00,23.35,225.128,54.35,0.866,0.1144,19.938,66.0,Lighting
2021-10-18,2021-10-18 09:00:00,23.729,228.679,60.231,0.913,0.1034,17.973,75.0,HVAC
2021-10-18,2021-10-18 10:00:00,20.736,229.372,57.893,0.843,0.1168,16.656,92.0,Lighting
2021-10-18,2021-10-18 11:00:00,21.027,222.61,48.313,0.817,0.1117,18.48,91.0,Compressor
2021-10-18,2021-10-18 12:00:00,20.305,233.692,46.113,0.868,0.1112,14.589,98.0,Refrigeration
2021-10-18,2021-10-18 13:00:00,18.578,227.52,44.703,0.835,0.1247,15.909,98.0,Compressor
2021-10-18,2021-10-18 14:00:00,16.844,229.968,44.702,0.889,0.1158,18.509,88.0,Compressor
2021-10-18,2021-10-18 15:00:00,15.961,235.109,48.564,0.842,0.1109,13.542,73.0,Compressor
2021-10-18,2021-10-18 16:00:00,14.932,228.968,44.163,0.887,0.1028,17.183,53.0,HVAC
2021-10-18,2021-10-18 17:00:00,9.703,228.182,42.405,0.877,0.1484,17.14,41.0,Refrigeration
2021-10-18,2021-10-18 18:00:00,10.132,228.299,40.867,0.877,0.1442,19.296,18.0,Production Line
2021-10-18,2021-10-18 19:00:00,11.132,223.478,34.196,0.802,0.1473,13.968,7.0,Refrigeration
2021-10-18,2021-10-18 20:00:00,13.097,226.287,34.94,0.897,0.1495,18.757,0.0,Lighting
2021-10-18,2021-10-18 21:00:00,12.929,227.319,39.913,0.875,0.1475,15.503,0.0,Production Line
2021-10-18,2021-10-18 22:00:00,12.03,228.442,40.144,0.888,0.1507,15.672,0.0,Pumps
2021-10-18,2021-10-18 23:00:00,15.729,234.204,40.647,0.853,0.109,14.509,0.0,Pumps
2021-10-19,2021-10-19 00:00:00,17.267,232.181,51.116,0.858,0.1108,14.751,0.0,Production Line
2021-10-19,2021-10-19 01:00:00,18.781,225.356,49.357,0.854,0.1096,16.988,2.0,Compressor
2021-10-19,2021-10-19 02:00:00,20.574,227.894,49.299,0.863,0.1113,14.715,0.0,Refrigeration
2021-10-19,2021-10-19 03:00:00,20.459,234.303,49.564,0.838,0.1099,17.494,0.0,Refrigeration
2021-10-19,2021-10-19 04:00:00,22.182,220.242,57.302,0.855,0.1186,15.389,8.0,Refrigeration
2021-10-19,2021-10-19 05:00:00,24.231,226.976,55.555,0.872,0.1153,14.564,0.0,Pumps
2021-10-19,2021-10-19 06:00:00,23.161,222.122,51.276,0.844,0.1067,15.591,16.0,Lighting
2021-10-19,2021-10-19 07:00:00,24.357,238.996,54.293,0.872,0.103,16.888,44.0,Elevator
2021-10-19,2021-10-19 08:00:00,25.171,231.475,60.948,0.958,0.1148,15.967,58.0,HVAC
2021-10-19,2021-10-19 09:00:00,24.079,225.767,56.961,0.869,0.1185,16.434,73.0,HVAC
2021-10-19,2021-10-19 10:00:00,22.279,227.839,52.192,0.902,0.1095,17.427,83.0,Production Line
2021-10-19,2021-10-19 11:00:00,22.01,224.302,51.28,0.94,0.1093,18.007,98.0,Pumps
